id;jobid;campaignid;storeid;storeinstanceid;customerid;phonenumber;scheduledat;sendat;status;message;response;createdat;createdby;updatedat;updatedby
4035;4035;1362;22P1SSXXIQ;N9HG1UKT;306;5.551.942.080.193,00;2025-07-14 10:03:00;;1970-01-01 00:00:00.000000003;Consectetur exercitationem repellat voluptatum facere quisquam possimus maxime sunt aliquid facere saepe vel delectus laudantium.;Asperiores possimus modi amet sint eveniet animi placeat eaque numquam.;2025-07-13 14:30:00;Não informado;2025-07-14 10:46:00;Não informado
3326;3326;800;411TLSRWWQ;UWNWKLJL;961;5.584.946.637.031,00;2025-07-14 11:50:00;;1970-01-01 00:00:00.000000004;Quia temporibus officiis similique laborum temporibus modi vitae eum.;Ducimus suscipit labore eos ab.;2025-07-14 01:50:00;Não informado;2025-07-14 12:42:00;Não informado
3567;3567;1804;K6FAW2J6MT;RKWEKXHU;699;5.584.934.346.831,00;2025-07-14 16:27:00;Não informado;1970-01-01 00:00:00.000000006;Aut laboriosam quidem perspiciatis omnis occaecati itaque possimus amet saepe explicabo fugiat aspernatur rem illum fugit.;Enim excepturi expedita aliquid debitis inventore nemo.;2025-07-14 14:00:00;Não informado;2025-07-15 05:11:00;Não informado
2630;2630;316;OXUH9JJURY;HOUG0VPK;444;5.561.914.504.492,00;2025-07-14 17:05:00;;1970-01-01 00:00:00.000000005;Veritatis consequatur rem doloribus ad modi molestias neque ipsum commodi quam.;Não informado;2025-07-14 04:20:00;Não informado;2025-07-14 08:33:00;Não informado
1557;1557;728;ND1ZLCFBQB;RU54TBD2;642;5.541.918.599.760,00;2025-07-14 22:17:00;Não informado;1970-01-01 00:00:00.000000001;Vel natus at quam vel neque recusandae eos earum ex eveniet nobis praesentium rem rerum nostrum.;Provident odio ab provident.;2025-07-14 21:05:00;Não informado;2025-07-14 22:26:00;Não informado
3718;3718;1500;9V1TAT3OP0;XS4RFVV8;124;5.584.910.477.146,00;2025-07-15 00:11:00;;1970-01-01 00:00:00.000000004;Aliquid repellat odit ipsa sit modi id quos quam.;Não informado;2025-07-14 02:38:00;Não informado;2025-07-14 15:18:00;Não informado
3730;3730;864;PVHHN92RIM;HLM5CH5Y;558;5.511.994.725.598,00;2025-07-15 02:59:00;;1970-01-01 00:00:00.000000002;Debitis incidunt quis soluta consequuntur molestiae dicta placeat doloremque dolor molestiae.;Não informado;2025-07-14 15:25:00;Não informado;2025-07-14 16:03:00;Não informado
4759;4759;1139;P7HKB3Q6OM;ZLAK4POO;849;5.541.970.115.179,00;2025-07-15 06:45:00;Não informado;1970-01-01 00:00:00.000000006;Sit animi laudantium ut at ut sunt nam facilis assumenda soluta vero.;Não informado;2025-07-14 16:42:00;Não informado;2025-07-14 17:12:00;Não informado
479;479;693;K4GT6PB9OY;SQ3CA2NO;574;5.541.973.973.168,00;2025-07-15 07:39:00;;1970-01-01 00:00:00.000000004;Molestias provident accusamus quisquam labore sapiente repellendus.;Sit debitis sapiente ab natus.;2025-07-14 15:30:00;Não informado;2025-07-15 03:28:00;Não informado
118;118;786;3BCKAXVQC7;7VBBHN7G;497;5.521.947.388.308,00;2025-07-15 08:24:00;Não informado;1970-01-01 00:00:00.000000006;Amet cupiditate vel voluptatibus cumque impedit asperiores in sunt eius error quam cum necessitatibus porro incidunt.;Ea vel dicta totam repellat.;2025-07-14 20:58:00;Não informado;2025-07-16 01:50:00;Não informado
1680;1680;515;0M0T6GTY77;P7I1Q9MJ;431;5.571.918.754.707,00;2025-07-15 09:52:00;;1970-01-01 00:00:00.000000004;Hic nobis quibusdam ab ratione maxime unde eius.;Rerum voluptates officia pariatur aspernatur tempore numquam eius voluptates.;2025-07-15 00:54:00;Não informado;2025-07-15 08:31:00;Não informado
3771;3771;1847;ARYQJEBKD1;7G4S8FHO;472;5.521.940.385.716,00;2025-07-15 10:01:00;;1970-01-01 00:00:00.000000002;Necessitatibus ducimus ipsa praesentium minus eligendi quos illo.;Não informado;2025-07-14 14:28:00;Não informado;2025-07-15 21:14:00;Não informado
4692;4692;54;HC8PVNJZUD;82NTVNQC;223;5.584.925.082.443,00;2025-07-15 10:33:00;;1970-01-01 00:00:00.000000002;Quae recusandae excepturi eius ad aliquid sed.;Não informado;2025-07-14 12:33:00;Não informado;2025-07-15 18:08:00;Não informado
225;225;1162;EUOZ5G06VA;DPF6I1OD;240;5.561.900.199.142,00;2025-07-15 10:54:00;;1970-01-01 00:00:00.000000003;Voluptatibus sunt sint atque praesentium voluptate velit accusantium voluptas placeat.;Voluptatum libero amet earum culpa dignissimos aut amet.;2025-07-14 16:34:00;Não informado;2025-07-15 02:35:00;Não informado
2915;2915;61;QR2TL6JZWO;TYL22KJZ;377;5.511.942.005.938,00;2025-07-15 16:23:00;;1970-01-01 00:00:00.000000004;Officia a velit sed omnis quis eveniet natus quod delectus aut nisi sit.;Dolore neque quae neque debitis magni.;2025-07-14 16:58:00;Não informado;2025-07-14 20:34:00;Não informado
1867;1867;1235;AI1SZGH0JA;72MTW9YX;699;5.584.934.346.831,00;2025-07-15 16:31:00;;1970-01-01 00:00:00.000000002;Vero ea autem nihil deleniti odio quaerat vel consectetur voluptate error.;Maiores placeat pariatur veniam earum nisi unde dignissimos a.;2025-07-15 05:25:00;Não informado;2025-07-16 10:00:00;Não informado
1565;1565;601;NSH8I21DBS;U1A9FMPV;103;5.541.958.383.361,00;2025-07-15 21:33:00;;1970-01-01 00:00:00.000000005;Error quasi sequi recusandae doloremque ad ipsa expedita magnam molestiae distinctio.;Não informado;2025-07-15 15:05:00;Não informado;2025-07-16 18:50:00;Não informado
4864;4864;636;C1QIO2NFSP;7QS9S7XX;614;5.521.902.398.541,00;2025-07-15 22:00:00;Não informado;1970-01-01 00:00:00.000000006;Quibusdam culpa corrupti quis delectus repudiandae in.;Não informado;2025-07-15 17:38:00;Não informado;2025-07-16 05:34:00;Não informado
2112;2112;460;KKILGE93EK;TC4X05PA;163;5.511.951.215.359,00;2025-07-16 01:33:00;;1970-01-01 00:00:00.000000005;Voluptates eum et aliquid dolores odit ducimus nam quasi nesciunt mollitia dignissimos.;Não informado;2025-07-15 09:46:00;Não informado;2025-07-15 15:40:00;Não informado
1998;1998;1506;GVSUSLGU70;5T9OU30R;831;5.531.929.342.980,00;2025-07-16 11:21:00;Não informado;1970-01-01 00:00:00.000000001;Quibusdam eligendi quo eaque facilis alias cupiditate occaecati.;Não informado;2025-07-16 02:11:00;Não informado;2025-07-16 14:07:00;Não informado
4778;4778;1220;HXTBIMLKWH;7NBN29L8;861;5.521.915.627.983,00;2025-07-16 14:18:00;;1970-01-01 00:00:00.000000004;Sit ea perferendis voluptatum tempore aliquid repudiandae temporibus cum tempore dolorum non delectus voluptas laborum voluptatum.;Não informado;2025-07-16 08:23:00;Não informado;2025-07-17 11:10:00;Não informado
4411;4411;1322;8PIM18LCUR;VHAD2GS5;722;5.531.915.413.094,00;2025-07-16 14:54:00;Não informado;1970-01-01 00:00:00.000000001;Expedita voluptatum dignissimos consequatur natus non quibusdam alias sint et ullam possimus.;Não informado;2025-07-15 23:35:00;Não informado;2025-07-17 06:48:00;Não informado
4124;4124;344;9MQZGK3ADB;7GSDNYNL;700;5.531.922.520.879,00;2025-07-16 16:29:00;;1970-01-01 00:00:00.000000004;Necessitatibus aliquam modi aut ea veniam qui deserunt dolore accusantium adipisci perspiciatis doloribus fuga aliquid.;Não informado;2025-07-15 22:55:00;Não informado;2025-07-16 22:16:00;Não informado
1939;1939;1096;9USU07JMBM;CZ79NJ9M;41;5.541.968.382.777,00;2025-07-16 21:06:00;;1970-01-01 00:00:00.000000005;Consectetur mollitia molestias tenetur odit assumenda atque neque enim sit ullam.;Earum sit possimus nam a debitis ab laborum harum.;2025-07-16 09:04:00;Não informado;2025-07-16 15:52:00;Não informado
3965;3965;1482;GPNQN1KU6M;8O3USUBZ;446;5.511.940.532.489,00;2025-07-16 22:35:00;;1970-01-01 00:00:00.000000002;Assumenda repellendus rem soluta incidunt illo reprehenderit nobis dicta sit cumque temporibus iste minus consequuntur dolores.;Não informado;2025-07-16 05:42:00;Não informado;2025-07-17 07:14:00;Não informado
3575;3575;864;TXFTLFT4R3;WQZT9CJQ;518;5.581.989.583.507,00;2025-07-16 23:59:00;Não informado;1970-01-01 00:00:00.000000006;Possimus hic libero occaecati consequuntur ea explicabo.;Não informado;2025-07-16 08:05:00;Não informado;2025-07-16 12:02:00;Não informado
3380;3380;1545;AXBIMVLEUD;T4XSFNM9;330;5.531.957.638.037,00;2025-07-17 00:24:00;Não informado;1970-01-01 00:00:00.000000006;In corrupti quos voluptatum quasi rerum perspiciatis odit occaecati facere rem.;Não informado;2025-07-16 13:27:00;Não informado;2025-07-17 15:15:00;Não informado
1560;1560;1992;GU21ODF52Q;6UT1287G;404;5.531.997.393.084,00;2025-07-17 02:27:00;Não informado;1970-01-01 00:00:00.000000001;Reprehenderit commodi neque minima laborum enim ab.;Sit in labore enim fugit.;2025-07-16 20:51:00;Não informado;2025-07-17 15:33:00;Não informado
4373;4373;295;1QO33HAE68;P0RK9YLY;318;5.511.919.671.839,00;2025-07-17 03:45:00;Não informado;1970-01-01 00:00:00.000000006;Consequuntur natus exercitationem illum quas ea illum corrupti nulla earum ratione aliquam qui commodi.;Não informado;2025-07-16 19:03:00;Não informado;2025-07-16 23:22:00;Não informado
3019;3019;548;SSKDUO63BW;6VXJPR9N;329;5.551.972.106.858,00;2025-07-17 03:48:00;;1970-01-01 00:00:00.000000005;Suscipit iure laudantium aspernatur occaecati deleniti eum ea eum magni.;Sint natus corrupti quaerat alias nam.;2025-07-16 23:59:00;Não informado;2025-07-17 19:26:00;Não informado
640;640;883;2E14ERDSN9;Y52KA1HC;606;5.561.999.739.415,00;2025-07-17 04:40:00;Não informado;1970-01-01 00:00:00.000000001;Odit iure aut numquam eaque a reprehenderit voluptas id reiciendis aliquid odit culpa enim aperiam aut.;Ipsum officiis maiores non facilis alias rerum quisquam soluta mollitia.;2025-07-17 00:28:00;Não informado;2025-07-17 10:41:00;Não informado
4874;4874;855;GRT2SI598K;ASAZQQ44;730;5.584.965.536.920,00;2025-07-17 05:44:00;;1970-01-01 00:00:00.000000003;Rerum veniam aliquam dolorem officia suscipit eum tenetur modi dolorem cumque provident qui.;Vero optio rerum aliquid repudiandae.;2025-07-17 04:32:00;Não informado;2025-07-18 02:25:00;Não informado
3335;3335;821;MCIMHS7UPU;3F92I2PM;826;5.551.986.766.028,00;2025-07-17 06:27:00;;1970-01-01 00:00:00.000000005;Illo veritatis tempore optio fugiat nihil nihil quasi iure voluptatum dolor eaque odit.;Não informado;2025-07-17 05:42:00;Não informado;2025-07-18 10:55:00;Não informado
1793;1793;1291;5OJLCNROVA;2315BTZ7;690;5.531.990.088.190,00;2025-07-17 07:10:00;;1970-01-01 00:00:00.000000002;Laboriosam ipsam magnam expedita doloremque quibusdam ullam autem eveniet rerum.;Não informado;2025-07-17 00:36:00;Não informado;2025-07-18 07:51:00;Não informado
637;637;1257;SGB324UMJR;T8O02087;200;5.521.905.277.689,00;2025-07-17 08:40:00;Não informado;1970-01-01 00:00:00.000000006;Corrupti sequi ducimus quae corrupti quam culpa adipisci fugiat et ad temporibus eius.;Não informado;2025-07-16 17:00:00;Não informado;2025-07-17 15:53:00;Não informado
2388;2388;1451;OVOUSU2E4L;SCLSTHHU;964;5.551.973.734.375,00;2025-07-17 08:48:00;;1970-01-01 00:00:00.000000005;Vel ea ratione nihil est voluptatibus velit ab odio libero.;Magnam sunt alias aperiam nisi.;2025-07-16 12:59:00;Não informado;2025-07-16 13:29:00;Não informado
1229;1229;788;U2X3V1D0UU;LQ3PDSKX;649;5.561.943.514.886,00;2025-07-17 11:51:00;;1970-01-01 00:00:00.000000002;Necessitatibus libero autem excepturi iure cumque vero quibusdam officia molestiae perspiciatis labore optio laboriosam quos.;Não informado;2025-07-17 01:01:00;Não informado;2025-07-18 07:26:00;Não informado
1583;1583;1102;W8W4CNE1D3;B7F6MQ1U;830;5.541.965.347.077,00;2025-07-17 13:51:00;;1970-01-01 00:00:00.000000003;Incidunt pariatur rem quibusdam earum consequuntur sit optio harum alias accusamus doloremque.;Repudiandae minima suscipit distinctio voluptates cum iste quae qui laudantium.;2025-07-17 13:41:00;Não informado;2025-07-17 14:59:00;Não informado
2787;2787;1278;9VRV843LK9;SAYZXUED;654;5.531.996.508.541,00;2025-07-17 15:18:00;;1970-01-01 00:00:00.000000002;Voluptas in odio dolores eum atque porro laboriosam perferendis.;Quo hic error accusamus autem id maxime odio repellat.;2025-07-17 12:15:00;Não informado;2025-07-18 11:28:00;Não informado
4707;4707;1794;MJB7FFROXY;RNH09HI3;193;5.511.983.989.144,00;2025-07-17 15:51:00;Não informado;1970-01-01 00:00:00.000000001;At aut voluptatibus sint beatae dicta qui dicta accusantium omnis reprehenderit labore rem voluptas ipsam.;Não informado;2025-07-17 08:08:00;Não informado;2025-07-17 17:52:00;Não informado
1607;1607;1117;03RVNRXVRQ;5WRUQLSM;847;5.541.930.936.113,00;2025-07-17 15:59:00;;1970-01-01 00:00:00.000000004;Deserunt facere fuga voluptate minus repellendus eaque architecto eos.;Não informado;2025-07-17 14:00:00;Não informado;2025-07-18 15:26:00;Não informado
782;782;490;ARZBR1AR7C;W4005PXX;243;5.531.908.006.264,00;2025-07-17 20:32:00;;1970-01-01 00:00:00.000000002;Aliquam aspernatur dignissimos vitae quam et illum aliquam provident laudantium animi eum autem quibusdam.;Não informado;2025-07-17 14:53:00;Não informado;2025-07-18 13:56:00;Não informado
1522;1522;1741;0EL2UFRV8O;99PWHRWA;748;5.521.943.398.397,00;2025-07-18 01:14:00;;1970-01-01 00:00:00.000000002;Accusamus voluptates enim maxime voluptatem suscipit eveniet molestiae hic ducimus iusto ipsa.;Não informado;2025-07-17 15:54:00;Não informado;2025-07-17 20:31:00;Não informado
3491;3491;1492;B1MVFVJCL8;OTZO5U7O;429;5.511.991.652.945,00;2025-07-18 01:53:00;;1970-01-01 00:00:00.000000003;Odio necessitatibus itaque eaque inventore inventore natus ut doloremque magni.;Não informado;2025-07-17 02:22:00;Não informado;2025-07-17 03:33:00;Não informado
1608;1608;133;YC08WW8VMC;NQJMWBL0;541;5.511.922.733.238,00;2025-07-18 02:51:00;Não informado;1970-01-01 00:00:00.000000001;Vitae maiores quam aperiam numquam nobis iste repellat culpa quisquam qui incidunt cum quidem eligendi.;Não informado;2025-07-17 06:12:00;Não informado;2025-07-17 21:20:00;Não informado
3280;3280;117;BSIFZ4ZD1Q;1XO16WU8;288;5.551.990.563.785,00;2025-07-18 04:06:00;;1970-01-01 00:00:00.000000002;Occaecati iusto suscipit enim consequuntur nam tempora vero ipsa dolorem quae.;Harum tempore vel exercitationem nihil tempore totam atque amet voluptatem.;2025-07-17 05:28:00;Não informado;2025-07-17 14:26:00;Não informado
4464;4464;762;RWUHB4QWQC;MXNG02AT;917;5.571.941.462.261,00;2025-07-18 04:34:00;;1970-01-01 00:00:00.000000005;Sunt pariatur accusamus sunt enim rerum similique nam sunt quisquam deserunt ipsum minima ad dignissimos magnam.;Não informado;2025-07-17 09:24:00;Não informado;2025-07-18 14:46:00;Não informado
2523;2523;1313;YCN0VISQIW;O5BHIB1Q;614;5.521.902.398.541,00;2025-07-18 05:27:00;Não informado;1970-01-01 00:00:00.000000006;Mollitia odio minima nemo voluptate asperiores nisi qui placeat dolores illum.;Não informado;2025-07-17 11:47:00;Não informado;2025-07-18 12:17:00;Não informado
3519;3519;715;INHN21VOEH;3UYEPLD0;327;5.551.982.885.525,00;2025-07-18 05:52:00;;1970-01-01 00:00:00.000000004;Mollitia minus corporis quisquam deleniti voluptatibus nam voluptatem totam consequuntur quidem illum.;Pariatur facere eius earum possimus neque earum.;2025-07-17 20:10:00;Não informado;2025-07-18 12:31:00;Não informado
4000;4000;1800;F51FPKPB1G;VNHZL5M5;779;5.521.933.058.264,00;2025-07-18 06:22:00;;1970-01-01 00:00:00.000000003;Consequatur necessitatibus necessitatibus sit quae atque culpa molestias autem vero quaerat dolor voluptatum soluta.;Não informado;2025-07-17 11:42:00;Não informado;2025-07-17 15:33:00;Não informado
2154;2154;1989;BUXIUAKLTV;VOHD5B08;665;5.561.973.704.595,00;2025-07-18 06:23:00;;1970-01-01 00:00:00.000000004;Eos reiciendis et reprehenderit tempora nobis eaque necessitatibus incidunt suscipit quasi asperiores quibusdam deleniti dicta.;Não informado;2025-07-17 13:53:00;Não informado;2025-07-18 11:09:00;Não informado
2997;2997;365;FWO0CNJFIG;ZI7DZII6;394;5.584.996.821.403,00;2025-07-18 09:32:00;Não informado;1970-01-01 00:00:00.000000006;Sunt magni a facere ab fugit expedita suscipit sapiente hic.;Não informado;2025-07-17 22:26:00;Não informado;2025-07-18 21:00:00;Não informado
2826;2826;1295;11XR430A43;QVNUF8U0;602;5.531.968.111.695,00;2025-07-18 12:09:00;Não informado;1970-01-01 00:00:00.000000001;Itaque eum voluptatibus accusantium ipsa voluptatum maxime et unde iure deserunt.;Reprehenderit facilis sequi dolorem neque voluptate animi.;2025-07-18 03:38:00;Não informado;2025-07-19 08:59:00;Não informado
75;75;1783;T7I6KX9S5Q;7OQM27GG;733;5.551.953.101.014,00;2025-07-18 12:36:00;Não informado;1970-01-01 00:00:00.000000001;Iure placeat animi vitae amet cupiditate repellat amet reprehenderit fugiat perferendis provident iste minima consequuntur.;Não informado;2025-07-18 03:31:00;Não informado;2025-07-18 09:24:00;Não informado
2545;2545;400;LCCEGZ2YH1;DJT0Q9BH;37;5.584.906.595.154,00;2025-07-18 14:42:00;;1970-01-01 00:00:00.000000002;Hic harum nisi neque atque deleniti autem nostrum molestiae unde quae fugiat rerum ipsa.;Não informado;2025-07-18 07:55:00;Não informado;2025-07-18 23:11:00;Não informado
2080;2080;766;5KBIY4OWYM;EYFE0VV4;234;5.584.968.290.248,00;2025-07-18 14:45:00;;1970-01-01 00:00:00.000000004;In quasi quas quasi officia quas dicta ipsam corrupti illo sit beatae.;Não informado;2025-07-18 08:59:00;Não informado;2025-07-18 14:47:00;Não informado
3830;3830;260;S05ENR4QDB;LCLOD7VV;156;5.571.975.241.861,00;2025-07-18 15:26:00;;1970-01-01 00:00:00.000000003;Natus minima dignissimos blanditiis sunt atque dolor tempore quas dicta earum doloremque porro ex voluptas enim.;Vero veniam nisi sint cupiditate.;2025-07-17 18:14:00;Não informado;2025-07-17 18:50:00;Não informado
410;410;759;6U513OMVKE;JDVT65J4;647;5.511.992.820.736,00;2025-07-18 15:43:00;Não informado;1970-01-01 00:00:00.000000001;Sapiente quas aspernatur voluptates id dolorum voluptatem repellendus aspernatur expedita earum temporibus libero facilis nemo.;Não informado;2025-07-17 21:00:00;Não informado;2025-07-17 23:03:00;Não informado
2985;2985;901;CKEOP7MAJ1;1GFD1TI1;104;5.571.925.105.627,00;2025-07-18 17:29:00;Não informado;1970-01-01 00:00:00.000000006;Ratione dignissimos inventore officiis est ipsam optio.;Não informado;2025-07-18 16:54:00;Não informado;2025-07-19 13:39:00;Não informado
4663;4663;1862;9CLVWVB3CY;90F2WPD2;679;5.561.913.587.038,00;2025-07-18 22:46:00;;1970-01-01 00:00:00.000000002;Accusantium incidunt quo aut est consectetur eveniet rem aliquid quibusdam.;Não informado;2025-07-18 19:24:00;Não informado;2025-07-20 01:43:00;Não informado
197;197;1818;9FXUMG2NOY;SDCAURSC;734;5.584.903.144.119,00;2025-07-18 23:54:00;;1970-01-01 00:00:00.000000002;Laudantium quia expedita modi assumenda voluptatum esse voluptate.;Não informado;2025-07-18 01:06:00;Não informado;2025-07-18 03:19:00;Não informado
2192;2192;1097;3A9ZAGVRT4;6ZV07GT5;889;5.561.973.021.291,00;2025-07-19 03:18:00;Não informado;1970-01-01 00:00:00.000000006;Inventore odit fugit id modi dicta sit iste voluptatum corporis sint in officiis.;Não informado;2025-07-18 08:20:00;Não informado;2025-07-19 03:59:00;Não informado
170;170;1391;4VYD5JL4NM;HJMZ5WIT;551;5.521.974.587.422,00;2025-07-19 03:56:00;;1970-01-01 00:00:00.000000002;Ut delectus quod ratione beatae asperiores nulla maxime.;Não informado;2025-07-18 13:29:00;Não informado;2025-07-19 19:02:00;Não informado
1026;1026;752;BOU1JMAWEL;L3JQ07AF;409;5.521.905.117.274,00;2025-07-19 04:32:00;Não informado;1970-01-01 00:00:00.000000001;Aspernatur in totam repudiandae ut molestias facere earum pariatur esse placeat.;Não informado;2025-07-18 10:06:00;Não informado;2025-07-19 15:51:00;Não informado
2519;2519;1648;HTMKDV96QI;0XEJ016K;313;5.551.924.604.432,00;2025-07-19 07:10:00;Não informado;1970-01-01 00:00:00.000000001;Voluptates adipisci sapiente consectetur sapiente laudantium distinctio expedita natus rerum corrupti aliquam vero.;Não informado;2025-07-18 15:01:00;Não informado;2025-07-19 20:25:00;Não informado
249;249;1344;34UZ3XQBJC;P2IM7H9M;888;5.541.915.144.816,00;2025-07-19 08:14:00;Não informado;1970-01-01 00:00:00.000000001;Autem non repudiandae error ipsa magni explicabo et quos magni eos veniam dignissimos.;Não informado;2025-07-18 23:46:00;Não informado;2025-07-19 16:28:00;Não informado
116;116;1912;7H86T7MT8F;R0R6L2CX;900;5.521.990.223.612,00;2025-07-19 09:20:00;Não informado;1970-01-01 00:00:00.000000001;Cupiditate consequuntur nostrum nesciunt in quas modi doloribus asperiores quisquam neque mollitia dolorem et.;Repudiandae quisquam eligendi culpa fugiat blanditiis.;2025-07-18 23:56:00;Não informado;2025-07-19 05:12:00;Não informado
1362;1362;1741;O3GEE29GHJ;K33AIJIJ;517;5.581.946.603.136,00;2025-07-19 09:50:00;Não informado;1970-01-01 00:00:00.000000001;Cumque non doloremque sequi sint voluptate natus et illo nam.;Não informado;2025-07-19 00:37:00;Não informado;2025-07-19 11:09:00;Não informado
3829;3829;1329;VL532BWVI4;XVLQN92K;63;5.581.959.525.617,00;2025-07-19 11:12:00;;1970-01-01 00:00:00.000000005;Facere dicta consequatur harum ipsam vero minus neque nisi.;Laudantium consequuntur totam soluta earum inventore repudiandae esse eligendi.;2025-07-19 05:40:00;Não informado;2025-07-19 14:35:00;Não informado
4334;4334;250;RNOQVJE45X;L92MZ8G1;163;5.511.951.215.359,00;2025-07-19 12:27:00;Não informado;1970-01-01 00:00:00.000000001;Quibusdam voluptatum occaecati natus provident architecto accusamus placeat est amet aut expedita error modi dolores.;Não informado;2025-07-18 13:57:00;Não informado;2025-07-18 21:25:00;Não informado
607;607;435;178TM6NVZA;ZU2ZSXLA;661;5.531.914.688.912,00;2025-07-19 12:40:00;Não informado;1970-01-01 00:00:00.000000006;Repudiandae sapiente tenetur nihil mollitia modi mollitia atque voluptates porro cumque.;Não informado;2025-07-18 17:07:00;Não informado;2025-07-19 03:25:00;Não informado
3832;3832;1947;VTD72NB2GP;4E1UHNGY;537;5.584.917.732.402,00;2025-07-19 14:54:00;;1970-01-01 00:00:00.000000003;Optio dignissimos error earum numquam adipisci corrupti perferendis eligendi.;Não informado;2025-07-19 02:18:00;Não informado;2025-07-19 08:11:00;Não informado
884;884;362;57PLWUWWJU;UMB9NC89;537;5.584.917.732.402,00;2025-07-19 17:43:00;Não informado;1970-01-01 00:00:00.000000001;Labore fugiat voluptate accusantium totam exercitationem atque commodi repellendus sed quaerat vel.;Não informado;2025-07-19 06:26:00;Não informado;2025-07-19 09:36:00;Não informado
3102;3102;836;TA1WP1WFSM;FJ2H5K3Y;71;5.581.984.633.068,00;2025-07-19 17:56:00;;1970-01-01 00:00:00.000000004;Eligendi voluptatem itaque accusantium repellat culpa recusandae vel id debitis quia.;Não informado;2025-07-18 18:11:00;Não informado;2025-07-19 20:12:00;Não informado
3926;3926;1932;K21WS4SZQ1;WMREVNSI;75;5.561.923.342.759,00;2025-07-19 18:13:00;;1970-01-01 00:00:00.000000005;Nulla quae magnam occaecati repellat libero occaecati possimus debitis sit.;Não informado;2025-07-19 10:16:00;Não informado;2025-07-19 19:50:00;Não informado
1320;1320;170;909OFJ7010;XA56IZDD;101;5.541.982.427.185,00;2025-07-19 18:46:00;Não informado;1970-01-01 00:00:00.000000006;Nam similique ipsam enim alias asperiores sed explicabo ut voluptas saepe repellendus.;Não informado;2025-07-19 18:18:00;Não informado;2025-07-19 23:18:00;Não informado
176;176;497;GD1UV8BN5Q;HXPU76GM;909;5.571.926.095.504,00;2025-07-19 20:36:00;;1970-01-01 00:00:00.000000004;Voluptates eius explicabo veniam nesciunt voluptas placeat consequuntur veritatis recusandae quia sint atque nobis excepturi.;Quod non aut ratione dicta esse.;2025-07-19 00:28:00;Não informado;2025-07-19 01:13:00;Não informado
4376;4376;995;PR8T48IT2G;QIASQPH5;246;5.584.947.481.314,00;2025-07-20 00:23:00;;1970-01-01 00:00:00.000000002;Cumque inventore molestiae accusantium expedita voluptatem recusandae ut est eius nostrum consequatur repellat.;Quas placeat occaecati vitae praesentium nobis.;2025-07-19 02:25:00;Não informado;2025-07-19 23:24:00;Não informado
371;371;259;QU6F32QLAC;13MINEL3;192;5.581.971.146.544,00;2025-07-20 00:49:00;Não informado;1970-01-01 00:00:00.000000006;Enim voluptatem saepe aperiam enim aut distinctio laboriosam magnam libero dignissimos ducimus deserunt nemo impedit deleniti.;Sit vel quas dolorum debitis doloremque cumque unde.;2025-07-19 05:10:00;Não informado;2025-07-20 13:49:00;Não informado
4796;4796;846;SG12AVCZ3U;D54F4L7J;210;5.561.998.664.200,00;2025-07-20 02:26:00;;1970-01-01 00:00:00.000000002;Sunt saepe iste est libero culpa quis perspiciatis minus ipsa possimus aut corporis praesentium culpa.;Não informado;2025-07-19 15:40:00;Não informado;2025-07-19 20:55:00;Não informado
4029;4029;1949;9U2SWNROA4;N912AYXT;43;5.541.993.609.927,00;2025-07-20 02:38:00;Não informado;1970-01-01 00:00:00.000000006;Possimus et voluptatibus perferendis eos dolorum magni repellendus sed eum doloribus dicta.;Não informado;2025-07-19 04:35:00;Não informado;2025-07-20 11:11:00;Não informado
3442;3442;236;0B7ZWXYIS7;3HRBALDH;987;5.561.983.696.929,00;2025-07-20 05:59:00;Não informado;1970-01-01 00:00:00.000000001;Nam porro perferendis non magnam corporis asperiores.;Porro expedita qui illo quisquam illum labore facilis.;2025-07-19 21:35:00;Não informado;2025-07-20 01:22:00;Não informado
4382;4382;296;LXO8WS3JTH;25YIZLGN;632;5.541.978.276.741,00;2025-07-20 06:48:00;Não informado;1970-01-01 00:00:00.000000006;Odit in expedita velit veniam eveniet praesentium sed excepturi fugiat placeat fuga.;Não informado;2025-07-20 03:22:00;Não informado;2025-07-21 02:07:00;Não informado
1514;1514;508;EG5ESKWIHE;RBNN6Q4K;360;5.521.932.861.745,00;2025-07-20 07:30:00;Não informado;1970-01-01 00:00:00.000000006;Excepturi quia iure voluptate minus minus sunt accusamus excepturi asperiores ipsam harum dolore voluptatem ab.;Não informado;2025-07-19 17:27:00;Não informado;2025-07-21 01:00:00;Não informado
1249;1249;1952;7XZ7UHWO0M;CB9B1ZNY;741;5.551.967.572.715,00;2025-07-20 09:53:00;;1970-01-01 00:00:00.000000004;Minus odit in est qui optio quasi est necessitatibus eius quos suscipit officia mollitia officiis.;Soluta sunt commodi minus natus quisquam.;2025-07-20 01:13:00;Não informado;2025-07-20 08:07:00;Não informado
639;639;1653;B30S5H9JZC;4ZKSYGY1;152;5.511.990.759.207,00;2025-07-20 15:32:00;;1970-01-01 00:00:00.000000003;Officiis quas consequuntur ea alias quae sequi velit officia reprehenderit delectus minima hic reprehenderit quod soluta.;Não informado;2025-07-20 00:50:00;Não informado;2025-07-20 04:14:00;Não informado
